,label,image_name,x1,x2,y1,y2
628,[1],TUH_035_22_09_2020_frame_63236.jpg,[1480],[1603],[736],[789]
629,[3],PMR74_2021_03_01_frame_38050.jpg,[402],[442],[345],[436]
630,[3],WP40_frame_42707.jpg,[923],[1044],[478],[552]
631,"[2, 2]",WP40_frame_39950.jpg,"[1024, 1391]","[1156, 1443]","[432, 854]","[516, 957]"
632,"[1, 2]",WP40_frame_42347.jpg,"[680, 693]","[930, 890]","[839, 865]","[948, 915]"
633,"[3, 3]",Green_20canKAP24_2021_frame_44825.jpg,"[57, 297]","[329, 680]","[360, 394]","[489, 639]"
634,[1],WP40_frame_109630.jpg,[623],[799],[829],[1048]
635,"[2, 3]",WP38_frame_82477.jpg,"[1158, 1113]","[1242, 1707]","[555, 867]","[812, 1082]"
636,"[3, 3, 3, 3]",WP54_frame_100159.jpg,"[-50, -23, 106, 716]","[391, 337, 195, 1126]","[245, 154, 148, 339]","[427, 505, 460, 460]"
637,"[2, 3]",WP38_frame_85354.jpg,"[1785, 1762]","[2013, 1943]","[562, 436]","[726, 696]"
638,"[1, 1]",KPT_017_2021_02_26_frame_14000.jpg,"[288, 359]","[651, 379]","[625, 53]","[777, 226]"
639,[3],WP54_frame_106873.jpg,[1588],[1951],[551],[702]
640,[3],WP38_frame_112147.jpg,[1197],[1425],[163],[279]
641,[1],PMR74_2021_03_01_frame_39400.jpg,[4],[158],[383],[795]
642,[1],TUH_035_22_09_2020_frame_66173.jpg,[441],[497],[386],[636]
643,[2],Onepoto_20pointKAP20_2020_frame_60374.jpg,[261],[375],[744],[847]
644,"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_1862.jpg,"[896, 1170, 1173]","[1106, 1234, 1324]","[750, 35, 27]","[822, 75, 81]"
645,[3],TUH_035_22_09_2020_frame_81038.jpg,[1591],[1828],[640],[1031]
646,"[1, 1, 1]",PMR18_2012_frame_50259.jpg,"[150, 258, 394]","[344, 308, 528]","[117, 400, 365]","[195, 531, 479]"
647,[3],Rangatira_20pointKAP23_2021_frame_20225.jpg,[300],[408],[795],[976]
648,[3],WP54_frame_88171.jpg,[907],[1207],[638],[888]
649,"[3, 3]",Rangatira_20pointKAP23_2021_frame_37750.jpg,"[236, 779]","[588, 1122]","[27, 511]","[142, 636]"
650,[3],WP54_frame_95904.jpg,[681],[871],[311],[686]
651,[1],WP54_frame_98421.jpg,[799],[841],[568],[625]
652,"[1, 1, 2]",KPT_017_2021_02_26_frame_29812.jpg,"[712, 842, 6]","[848, 1002, 190]","[888, 816, 706]","[953, 848, 831]"
653,"[3, 3, 3]",Green_20canKAP24_2021_frame_45775.jpg,"[276, 1142, 1209]","[548, 1279, 1284]","[367, 425, 456]","[720, 942, 1037]"
654,[2],WP40_frame_41568.jpg,[1147],[1284],[842],[927]
655,[1],WP54_frame_22477.jpg,[773],[1302],[301],[536]
656,[2],WP54_frame_100099.jpg,[1160],[1242],[968],[1042]
657,"[1, 1]",CON30_2012_frame_47772.jpg,"[65, 310]","[224, 454]","[121, 218]","[174, 254]"
658,"[1, 1, 1, 1, 1, 2]",Rangatira_20pointKAP23_2021_frame_31925.jpg,"[-35, 11, 25, 32, 216, 425]","[181, 151, 787, 164, 467, 488]","[150, 834, 95, 168, 643, 164]","[379, 956, 950, 310, 985, 917]"
659,[1],KPT_017_2021_02_26_frame_29487.jpg,[461],[672],[119],[370]
660,[3],Green_20canKAP24_2021_frame_44425.jpg,[206],[530],[357],[446]
661,"[2, 3]",WP40_frame_108761.jpg,"[1621, 1681]","[1786, 1729]","[513, 538]","[781, 793]"
662,"[3, 3, 3]",Green_20canKAP24_2021_frame_44650.jpg,"[22, 83, 90]","[213, 239, 227]","[5, 148, 60]","[248, 280, 242]"
663,[3],WP40_frame_110949.jpg,[1174],[1374],[594],[629]
664,"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_37450.jpg,"[266, 321, 759]","[490, 433, 1165]","[-6, 0, 467]","[114, 110, 699]"
665,"[1, 1, 1]",TUH_035_22_09_2020_frame_79480.jpg,"[1075, 1081, 1140]","[1188, 1254, 1290]","[765, 770, 782]","[1018, 917, 934]"
666,"[1, 2]",WP40_frame_39830.jpg,"[1200, 188]","[1271, 330]","[996, 666]","[1094, 834]"
667,"[1, 1]",DD5_2011_frame_19900.jpg,"[87, 95]","[369, 111]","[22, 72]","[156, 108]"
668,"[1, 2, 2]",Onepoto_20pointKAP20_2020_frame_62412.jpg,"[1299, 611, 652]","[2240, 742, 794]","[388, 633, 968]","[941, 740, 1035]"
669,"[1, 1]",CON30_2012_frame_8511.jpg,"[308, 326]","[453, 449]","[171, 213]","[282, 271]"
670,[3],KPT_017_2021_02_26_frame_29112.jpg,[750],[1017],[841],[990]
671,"[1, 1]",WP40_frame_84875.jpg,"[724, 863]","[1608, 1270]","[638, 677]","[1047, 1084]"
672,[1],KPT_017_2021_02_26_frame_21550.jpg,[709],[996],[231],[413]
673,"[3, 3, 3]",WP54_frame_100279.jpg,"[-37, 629, 684]","[176, 820, 827]","[304, 278, 391]","[497, 679, 675]"
674,"[2, 3]",WP40_frame_43966.jpg,"[1096, 1127]","[1190, 1589]","[719, 352]","[803, 444]"
675,"[3, 3, 3]",Green_20canKAP24_2021_frame_44550.jpg,"[9, 16, 322]","[130, 64, 678]","[263, 292, 532]","[663, 568, 572]"
676,[3],Te_20Oneroa_20BayKAP01_2021_frame_18675.jpg,[298],[1094],[215],[768]
677,"[2, 3]",WP40_frame_41688.jpg,"[1338, 979]","[1486, 1068]","[801, 754]","[875, 933]"
678,[1],Onepoto_20pointKAP20_2020_frame_54155.jpg,[456],[1535],[362],[946]
679,"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_20050.jpg,"[333, 360, 813]","[587, 559, 1169]","[510, 461, 285]","[643, 747, 592]"
680,[3],Rangatira_20pointKAP23_2021_frame_19475.jpg,[980],[1282],[836],[960]
681,"[3, 3, 3]",Green_20canKAP24_2021_frame_31437.jpg,"[-77, -70, 4]","[218, 211, 580]","[432, 735, 377]","[515, 976, 1070]"
682,"[1, 1, 1, 2]",DD2_2011_frame_56703.jpg,"[54, 76, 173, 33]","[152, 225, 263, 181]","[141, 427, 98, 162]","[357, 484, 152, 349]"
683,"[3, 3, 3]",PMR22_2012_frame_34105.jpg,"[59, 65, 503]","[201, 204, 612]","[31, 58, 195]","[124, 100, 384]"
684,"[3, 3]",Green_20canKAP24_2021_frame_43500.jpg,"[186, 539]","[471, 849]","[51, 840]","[171, 959]"
685,"[3, 3, 3]",Rangatira_20pointKAP23_2021_frame_39700.jpg,"[20, 832, 886]","[520, 1056, 949]","[155, 793, 805]","[433, 967, 979]"
686,"[1, 1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19125.jpg,"[0, 5, 986, 1047]","[48, 206, 1294, 1274]","[301, 594, -45, 10]","[420, 951, 129, 94]"
687,[3],TUH_035_22_09_2020_frame_81577.jpg,[1057],[1138],[431],[633]
688,[3],Green_20canKAP24_2021_frame_45275.jpg,[1159],[1254],[158],[336]
689,[1],Onepoto_20pointKAP20_2020_frame_54275.jpg,[749],[1014],[405],[736]
690,"[2, 3]",WP40_frame_44175.jpg,"[1382, 1226]","[1562, 1269]","[896, 929]","[1006, 1083]"
691,[1],DD2_2011_frame_41928.jpg,[573],[704],[174],[306]
692,[1],DD5_2011_frame_48701.jpg,[567],[724],[291],[357]
693,[3],WP54_frame_98241.jpg,[1141],[1366],[532],[918]
694,[2],WP54_frame_39680.jpg,[1562],[1687],[761],[840]
695,[3],Green_20canKAP24_2021_frame_44175.jpg,[426],[606],[831],[964]
696,[2],WP40_frame_39710.jpg,[1256],[1371],[962],[1020]
697,[3],Rangatira_20pointKAP23_2021_frame_21025.jpg,[32],[351],[169],[306]
698,[3],TUH_035_22_09_2020_frame_78221.jpg,[1065],[1222],[714],[950]
699,[3],Green_20canKAP24_2021_frame_22200.jpg,[-3],[244],[672],[860]
700,"[3, 3]",Green_20canKAP24_2021_frame_43875.jpg,"[-15, 674]","[276, 1111]","[258, 817]","[362, 963]"
701,"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19225.jpg,"[3, 701, 1100]","[62, 1108, 1280]","[297, 731, 1]","[437, 961, 96]"
702,[2],Onepoto_20pointKAP20_2020_frame_61603.jpg,[1483],[1610],[551],[662]
703,"[2, 3, 3]",WP38_frame_85474.jpg,"[1549, 1449, 1494]","[1956, 2008, 1937]","[530, 571, 771]","[875, 891, 943]"
704,[3],Rangatira_20pointKAP23_2021_frame_26125.jpg,[439],[636],[682],[970]
705,"[3, 3]",WP54_frame_86073.jpg,"[976, 1731]","[1273, 1941]","[540, 335]","[810, 598]"
706,[3],WP40_frame_31918.jpg,[1173],[1269],[719],[778]
707,[1],WP54_frame_3506.jpg,[217],[334],[-9],[83]
708,"[1, 1]",Green_20canKAP24_2021_frame_10812.jpg,"[54, 133]","[131, 254]","[413, 110]","[832, 300]"
709,[3],WP38_frame_94225.jpg,[1240],[1358],[341],[515]
710,"[1, 2]",PMR22_2012_frame_10339.jpg,"[325, 327]","[401, 407]","[42, 37]","[229, 229]"
711,[3],Rangatira_20pointKAP23_2021_frame_19375.jpg,[167],[458],[756],[956]
712,"[1, 1, 1]",WP40_frame_42527.jpg,"[924, 1100, 1159]","[1036, 1220, 1271]","[524, 898, 367]","[622, 1051, 413]"
713,[3],WP54_frame_80439.jpg,[1344],[1824],[253],[455]
714,"[1, 2]",Onepoto_20pointKAP20_2020_frame_60254.jpg,"[168, 447]","[1041, 594]","[32, 754]","[349, 842]"
715,"[3, 3]",WP54_frame_100459.jpg,"[6, 738]","[390, 1150]","[135, 686]","[437, 854]"
716,[3],PMR74_2021_03_01_frame_38812.jpg,[912],[944],[620],[753]
717,[3],WP40_frame_19480.jpg,[1048],[1130],[517],[574]
718,[3],WP40_frame_109990.jpg,[1062],[1265],[754],[958]
719,[3],WP40_frame_44235.jpg,[1010],[1202],[443],[574]
720,"[2, 3]",WP54_frame_87272.jpg,"[1727, 610]","[1956, 798]","[18, 498]","[304, 821]"
721,"[1, 1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_38625.jpg,"[340, 654, 704, 1113]","[1184, 935, 776, 1269]","[111, 173, 698, 150]","[875, 303, 864, 631]"
722,[2],WP40_frame_44295.jpg,[1198],[1413],[878],[1069]
723,[3],TUH_035_22_09_2020_frame_60539.jpg,[1682],[1958],[563],[952]
724,"[1, 2]",Onepoto_20pointKAP20_2020_frame_53076.jpg,"[974, 771]","[1324, 968]","[3, 617]","[148, 664]"
725,"[1, 1, 1, 1, 2]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_15100.jpg,"[32, 62, 407, 800, 62]","[1261, 168, 648, 1102, 147]","[45, 311, 407, 96, 65]","[847, 432, 549, 559, 102]"
726,[3],WP54_frame_84995.jpg,[1249],[1626],[408],[652]
727,"[1, 1]",EE16_2011_frame_35844.jpg,"[288, 649]","[405, 709]","[180, 289]","[310, 457]"
728,[3],Rangatira_20pointKAP23_2021_frame_26350.jpg,[202],[540],[849],[949]
729,[3],PMR74_2021_03_01_frame_4550.jpg,[704],[928],[265],[384]
730,[1],KPT_017_2021_02_26_frame_45700.jpg,[662],[1086],[428],[586]
731,[3],Rangatira_20pointKAP23_2021_frame_18850.jpg,[131],[288],[142],[388]
732,[3],WP54_frame_84575.jpg,[576],[911],[680],[957]
733,[3],WP38_frame_86013.jpg,[1562],[1788],[659],[793]
734,"[1, 1]",WP40_frame_42407.jpg,"[562, 971]","[1429, 1023]","[532, 575]","[760, 632]"
735,[3],WP40_frame_38211.jpg,[345],[519],[606],[711]
736,"[1, 1]",WP54_frame_97042.jpg,"[609, 1098]","[668, 1428]","[432, 594]","[534, 737]"
737,[1],Rangatira_20pointKAP23_2021_frame_37600.jpg,[266],[470],[1],[121]
738,"[1, 2]",Rangatira_20pointKAP23_2021_frame_39300.jpg,"[223, 204]","[557, 581]","[10, 395]","[189, 668]"
739,"[3, 3]",WP54_frame_97222.jpg,"[1080, 1365]","[1269, 1711]","[534, 667]","[845, 961]"
740,[3],WP38_frame_79480.jpg,[1178],[1312],[557],[895]
741,[3],WP54_frame_79840.jpg,[569],[860],[185],[618]
742,"[1, 2, 2]",CON28_2012_frame_48551.jpg,"[374, 273, 379]","[439, 320, 423]","[173, 161, 175]","[337, 328, 336]"
743,[3],PMR74_2021_03_01_frame_5775.jpg,[385],[496],[63],[142]
744,"[1, 1]",Onepoto_20pointKAP20_2020_frame_60824.jpg,"[383, 660]","[576, 1141]","[1003, 386]","[1061, 609]"
745,[1],TUH_035_22_09_2020_frame_78401.jpg,[891],[1059],[986],[1085]
746,[1],DD5_2011_frame_42917.jpg,[186],[257],[406],[461]
747,"[1, 2]",WP38_frame_11688.jpg,"[838, 838]","[969, 961]","[360, 374]","[421, 420]"
748,"[1, 1]",WP40_frame_112687.jpg,"[535, 1312]","[582, 1423]","[835, 680]","[940, 792]"
749,[1],WP54_frame_34525.jpg,[840],[1218],[349],[510]
750,"[1, 2]",WP38_frame_77382.jpg,"[550, 532]","[755, 799]","[94, 83]","[289, 293]"
751,[3],Onepoto_20pointKAP20_2020_frame_55234.jpg,[443],[1000],[7],[153]
752,[3],TUH_035_22_09_2020_frame_78940.jpg,[1330],[1545],[366],[549]
753,[3],WP40_frame_108371.jpg,[553],[730],[260],[346]
754,"[2, 3]",WP40_frame_44025.jpg,"[1270, 1268]","[1388, 1361]","[927, 942]","[1073, 1051]"
755,"[3, 3]",CON30_2012_frame_56433.jpg,"[158, 243]","[217, 406]","[0, 61]","[43, 191]"
756,[3],Rangatira_20pointKAP23_2021_frame_38625.jpg,[-15],[242],[792],[985]
757,"[2, 3]",WP40_frame_42047.jpg,"[1410, 1417]","[1465, 1486]","[772, 806]","[941, 925]"
758,[3],WP54_frame_88051.jpg,[990],[1337],[624],[817]
759,[2],WP38_frame_69890.jpg,[1223],[1313],[395],[487]
760,"[2, 3]",WP40_frame_39050.jpg,"[1222, 1227]","[1294, 1295]","[916, 908]","[977, 990]"
761,"[1, 1]",WP40_frame_96743.jpg,"[1034, 1743]","[1449, 1830]","[794, 803]","[1003, 941]"
762,[1],Onepoto_20pointKAP20_2020_frame_60134.jpg,[1123],[1857],[251],[502]
763,"[1, 1]",DD5_2011_frame_51098.jpg,"[376, 409]","[500, 459]","[330, 351]","[445, 450]"
764,[3],WP40_frame_43126.jpg,[0],[81],[793],[882]
765,[3],Green_20canKAP24_2021_frame_45250.jpg,[1111],[1228],[3],[161]
766,"[3, 3, 3]",WP54_frame_87812.jpg,"[639, 772, 1519]","[1153, 965, 1851]","[263, 425, 917]","[802, 776, 1070]"
767,"[2, 3, 3, 3]",WP40_frame_108311.jpg,"[1168, 91, 150, 697]","[1406, 201, 454, 874]","[712, 783, 690, 259]","[793, 1119, 1237, 379]"
768,"[1, 1]",Rangatira_20pointKAP23_2021_frame_21175.jpg,"[2, 312]","[250, 616]","[501, 355]","[801, 720]"
769,[2],WP40_frame_115324.jpg,[599],[797],[506],[537]
770,"[3, 3]",Green_20canKAP24_2021_frame_38012.jpg,"[670, 1124]","[856, 1272]","[597, 286]","[904, 639]"
771,"[2, 3, 3, 3, 3]",WP54_frame_97882.jpg,"[1551, 990, 1504, 1645, 1662]","[1947, 1147, 1668, 2089, 1916]","[33, 628, 576, 867, 875]","[334, 1002, 871, 1292, 1106]"
772,[2],Onepoto_20pointKAP20_2020_frame_61423.jpg,[777],[1519],[91],[474]
773,[1],Onepoto_20pointKAP20_2020_frame_54305.jpg,[780],[1053],[343],[773]
774,[2],WP38_frame_107952.jpg,[1424],[1481],[287],[355]
775,[3],WP40_frame_60839.jpg,[1153],[1224],[682],[816]
776,"[1, 1]",Rangatira_20pointKAP23_2021_frame_19950.jpg,"[367, 389]","[554, 484]","[641, 645]","[985, 919]"
777,"[1, 1]",CON30_2012_frame_57422.jpg,"[328, 568]","[429, 676]","[409, 151]","[478, 289]"
778,"[1, 1]",KPT_017_2021_02_26_frame_30312.jpg,"[542, 788]","[606, 905]","[544, 792]","[707, 944]"
779,"[1, 1]",EE13_2011_frame_24185.jpg,"[463, 497]","[585, 510]","[43, 90]","[212, 127]"
780,"[1, 1, 2]",KPT_017_2021_02_26_frame_28575.jpg,"[756, 847, 778]","[892, 1001, 894]","[460, 186, 784]","[627, 247, 951]"
781,"[1, 1, 2]",KPT_017_2021_02_26_frame_36750.jpg,"[784, 798, 454]","[1049, 971, 598]","[481, 187, 570]","[567, 294, 705]"
782,"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19775.jpg,"[192, 295, 821]","[388, 371, 1180]","[778, 807, 232]","[957, 931, 520]"
783,[1],WP54_frame_98781.jpg,[178],[342],[1028],[1090]
784,"[1, 1, 1, 1]",WP38_frame_82237.jpg,"[1263, 1291, 1683, 1722]","[1362, 1497, 1796, 1913]","[835, 616, 228, 815]","[905, 797, 360, 1041]"
785,"[3, 3]",WP38_frame_86073.jpg,"[1276, 1342]","[1478, 1451]","[668, 725]","[883, 858]"
786,[3],WP40_frame_111308.jpg,[940],[1066],[428],[502]
787,[3],Onepoto_20pointKAP20_2020_frame_53796.jpg,[756],[875],[721],[825]
788,[3],WP54_frame_72767.jpg,[897],[1323],[598],[784]
789,"[1, 1]",Rangatira_20pointKAP23_2021_frame_19400.jpg,"[504, 626]","[1046, 1082]","[756, 717]","[952, 851]"
790,"[3, 3]",WP54_frame_95484.jpg,"[969, 1105]","[1543, 1529]","[224, 577]","[721, 747]"
791,"[1, 1]",KPT_017_2021_02_26_frame_28762.jpg,"[372, 489]","[458, 637]","[740, 378]","[911, 544]"
792,"[2, 2]",WP40_frame_107652.jpg,"[967, 1325]","[1168, 1400]","[633, 908]","[991, 1058]"
793,[1],KPT_017_2021_02_26_frame_45750.jpg,[620],[1040],[401],[531]
794,[1],WP38_frame_39440.jpg,[1301],[1405],[424],[480]
795,"[1, 1, 1]",WP40_frame_38601.jpg,"[1131, 1132, 1158]","[1271, 1524, 1273]","[577, 805, 553]","[602, 1008, 621]"
796,[3],Rangatira_20pointKAP23_2021_frame_39600.jpg,[94],[475],[246],[734]
797,[3],WP40_frame_31048.jpg,[1713],[1810],[874],[1043]
798,[1],DD6_2011_frame_37012.jpg,[79],[217],[100],[333]
799,"[1, 1]",KPT_017_2021_02_26_frame_30512.jpg,"[460, 469]","[605, 606]","[511, 523]","[603, 571]"
800,[3],Rangatira_20pointKAP23_2021_frame_38575.jpg,[46],[569],[405],[661]
801,[1],WP40_frame_113226.jpg,[1066],[1100],[744],[1062]
802,"[3, 3]",WP54_frame_84695.jpg,"[1273, 1308]","[1558, 1528]","[418, 280]","[562, 604]"
803,[1],Rangatira_20pointKAP23_2021_frame_19975.jpg,[440],[503],[466],[799]
804,"[1, 1, 1]",KPT_017_2021_02_26_frame_30662.jpg,"[225, 292, 612]","[355, 1195, 736]","[712, 235, 371]","[802, 775, 691]"
805,"[2, 2, 3]",WP54_frame_75284.jpg,"[1689, 1747, 1686]","[1848, 1801, 1822]","[829, 811, 781]","[1066, 1110, 1068]"
806,[3],WP38_frame_93866.jpg,[1065],[1469],[452],[672]
807,"[2, 3]",WP40_frame_96683.jpg,"[1250, 796]","[1502, 986]","[793, 859]","[963, 941]"
808,[3],TUH_035_22_09_2020_frame_64195.jpg,[1262],[1473],[9],[181]
809,"[2, 3]",WP54_frame_87032.jpg,"[999, 1002]","[1321, 1302]","[562, 548]","[792, 732]"
810,[3],Rangatira_20pointKAP23_2021_frame_20700.jpg,[824],[979],[725],[981]
811,"[1, 2, 2]",Onepoto_20pointKAP20_2020_frame_62502.jpg,"[1424, 91, 565]","[1515, 222, 680]","[360, 571, 855]","[633, 667, 910]"
812,[3],Green_20canKAP24_2021_frame_45075.jpg,[439],[725],[552],[824]
813,[3],WP54_frame_83376.jpg,[1728],[1936],[521],[746]
814,"[1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_8400.jpg,"[497, 811, 1146]","[641, 1137, 1274]","[14, 434, 579]","[217, 516, 662]"
815,"[1, 1]",Green_20canKAP24_2021_frame_45300.jpg,"[210, 1167]","[478, 1334]","[423, 199]","[621, 505]"
816,[3],Green_20canKAP24_2021_frame_45900.jpg,[768],[1030],[739],[993]
817,"[3, 3]",WP54_frame_98061.jpg,"[958, 1566]","[1203, 1726]","[565, 230]","[865, 565]"
818,[1],EE13_2011_frame_38241.jpg,[217],[336],[6],[100]
819,"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19425.jpg,"[230, 327, 1094]","[754, 790, 1306]","[693, 779, 0]","[924, 933, 273]"
820,[3],WP54_frame_66353.jpg,[552],[786],[424],[785]
821,"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_24125.jpg,"[64, 347, 415]","[252, 673, 1102]","[755, 254, 119]","[932, 401, 846]"
822,[3],Rangatira_20pointKAP23_2021_frame_26100.jpg,[823],[1022],[148],[521]
823,"[2, 2, 3]",WP40_frame_109870.jpg,"[994, 1046, 1056]","[1215, 1223, 1238]","[517, 718, 739]","[612, 901, 907]"
824,[1],KPT_017_2021_02_26_frame_30437.jpg,[0],[76],[294],[456]
825,"[1, 1]",Rangatira_20pointKAP23_2021_frame_38925.jpg,"[785, 1134]","[1208, 1275]","[273, 313]","[545, 469]"
826,[1],DD6_2011_frame_23976.jpg,[347],[433],[306],[471]
827,"[2, 2, 3, 3]",WP38_frame_97402.jpg,"[1088, 1227, 1066, 1290]","[1249, 1707, 1261, 1325]","[931, 488, 947, 628]","[1080, 845, 1063, 804]"
828,[3],WP54_frame_85954.jpg,[930],[1258],[516],[853]
829,[3],WP54_frame_85294.jpg,[732],[1103],[350],[685]
830,[3],Rangatira_20pointKAP23_2021_frame_20200.jpg,[297],[384],[818],[957]
831,[3],TUH_035_22_09_2020_frame_65753.jpg,[1746],[1916],[778],[967]
832,"[1, 2]",WP54_frame_97102.jpg,"[614, 952]","[664, 1281]","[405, 568]","[516, 866]"
833,[2],WP38_frame_79360.jpg,[1082],[1430],[629],[906]
834,"[2, 2]",WP40_frame_109150.jpg,"[1035, 1586]","[1388, 1663]","[446, 740]","[584, 898]"
835,"[1, 1]",Rangatira_20pointKAP23_2021_frame_26075.jpg,"[89, 787]","[350, 1022]","[490, 198]","[954, 475]"
836,"[1, 1, 1, 1, 1]",Rangatira_20pointKAP23_2021_frame_20025.jpg,"[296, 340, 398, 424, 839]","[595, 565, 621, 485, 1162]","[492, 475, 512, 471, 333]","[633, 745, 689, 674, 601]"
837,"[1, 1]",Rangatira_20pointKAP23_2021_frame_19300.jpg,"[65, 1118]","[253, 1279]","[742, 2]","[929, 264]"
838,[3],WP54_frame_54785.jpg,[1450],[1687],[806],[1086]
839,"[3, 3, 3]",Green_20canKAP24_2021_frame_47150.jpg,"[16, 336, 755]","[144, 512, 876]","[27, 55, 394]","[259, 298, 681]"
840,[3],Green_20canKAP24_2021_frame_44925.jpg,[-38],[189],[294],[453]
841,[1],WP40_frame_40789.jpg,[1330],[1472],[584],[686]
842,[3],TUH_035_22_09_2020_frame_62217.jpg,[1410],[1915],[331],[941]
843,[2],WP38_frame_108731.jpg,[1323],[1549],[295],[356]
844,[3],WP40_frame_108821.jpg,[1864],[1915],[346],[477]
845,[3],Onepoto_20pointKAP20_2020_frame_55144.jpg,[1045],[1659],[612],[993]
846,[3],Green_20canKAP24_2021_frame_43050.jpg,[256],[679],[412],[602]
847,[1],EE16_2011_frame_22627.jpg,[11],[76],[-6],[134]
848,"[2, 3, 3]",WP54_frame_96443.jpg,"[1025, 1580, 1600]","[1248, 1866, 1903]","[69, 748, 78]","[150, 888, 464]"
849,"[3, 3, 3]",WP54_frame_86133.jpg,"[893, 1593, 1648]","[1302, 2030, 1918]","[567, 404, 370]","[703, 556, 606]"
850,[3],DD6_2011_frame_27932.jpg,[10],[167],[40],[296]
851,"[1, 1, 1, 2]",WP38_frame_91948.jpg,"[699, 985, 1199, 621]","[805, 1064, 1349, 857]","[811, 603, 386, 822]","[1092, 948, 447, 1079]"
852,"[1, 1, 2]",PMR74_2021_03_01_frame_19950.jpg,"[311, 456, 758]","[391, 607, 895]","[150, 231, 354]","[207, 352, 521]"
853,"[3, 3]",Rangatira_20pointKAP23_2021_frame_27250.jpg,"[-25, 9]","[203, 157]","[293, 324]","[408, 391]"
854,"[1, 1, 1]",CON28_2012_frame_36353.jpg,"[223, 280, 320]","[417, 403, 379]","[126, 20, 25]","[354, 209, 191]"
855,"[3, 3]",WP54_frame_75344.jpg,"[684, 1700]","[928, 1897]","[505, 645]","[836, 922]"
856,[1],Onepoto_20pointKAP20_2020_frame_60104.jpg,[1156],[1812],[205],[862]
858,[1],KPT_017_2021_02_26_frame_20000.jpg,[434],[650],[754],[861]
859,[1],DD2_2011_frame_40459.jpg,[17],[402],[14],[224]
860,[3],Rangatira_20pointKAP23_2021_frame_38400.jpg,[64],[575],[389],[723]
861,"[3, 3]",WP54_frame_98661.jpg,"[1572, 1648]","[2025, 1898]","[337, 444]","[891, 798]"
862,[2],WP38_frame_46063.jpg,[1255],[1384],[911],[999]
863,"[3, 3]",Rangatira_20pointKAP23_2021_frame_19250.jpg,"[126, 388]","[250, 504]","[850, 609]","[958, 972]"
864,"[1, 1, 1, 1]",WP40_frame_29070.jpg,"[855, 886, 940, 1376]","[1702, 1194, 1039, 1446]","[763, 794, 770, 745]","[994, 1017, 879, 892]"
865,[2],WP38_frame_26073.jpg,[1066],[1760],[379],[612]
866,"[3, 3]",WP54_frame_99740.jpg,"[530, 1083]","[974, 1295]","[258, 543]","[462, 842]"
867,[3],WP40_frame_40429.jpg,[79],[508],[336],[551]
868,[3],WP54_frame_60839.jpg,[1132],[1361],[571],[711]
869,[1],Rangatira_20pointKAP23_2021_frame_20475.jpg,[12],[251],[520],[785]
870,"[2, 3]",WP54_frame_105614.jpg,"[1395, 1404]","[1839, 1831]","[563, 538]","[748, 847]"
871,[1],Rangatira_20pointKAP23_2021_frame_21075.jpg,[264],[675],[462],[689]
872,"[1, 1, 2]",EE11_2011_frame_46213.jpg,"[149, 353, 167]","[277, 422, 273]","[276, 274, 319]","[444, 362, 421]"
873,"[1, 1, 1]",Green_20canKAP24_2021_frame_43550.jpg,"[203, 382, 559]","[596, 594, 879]","[441, 722, 624]","[549, 965, 964]"
874,[1],Onepoto_20pointKAP20_2020_frame_54995.jpg,[558],[920],[-2],[204]
875,[3],WP54_frame_85354.jpg,[891],[1298],[314],[498]
876,[3],Te_20Oneroa_20BayKAP01_2021_frame_18625.jpg,[1184],[1306],[438],[751]
877,[3],Rangatira_20pointKAP23_2021_frame_38200.jpg,[369],[598],[515],[962]
879,[3],KPT_017_2021_02_26_frame_30562.jpg,[743],[813],[876],[965]
880,[2],WP40_frame_109450.jpg,[1116],[1312],[672],[817]
881,[3],TUH_035_22_09_2020_frame_60479.jpg,[1575],[1917],[676],[950]
882,[3],WP54_frame_89490.jpg,[1273],[1676],[954],[1043]
883,[1],PMR25_2012_frame_45854.jpg,[4],[60],[401],[474]
884,[2],Onepoto_20pointKAP20_2020_frame_61453.jpg,[841],[963],[637],[724]
885,[3],WP40_frame_71388.jpg,[1414],[1570],[810],[862]
886,"[1, 1]",WP38_frame_108071.jpg,"[1250, 1286]","[1346, 1406]","[724, 424]","[1010, 513]"
887,"[2, 2, 3, 3]",WP38_frame_97462.jpg,"[1209, 1467, 917, 1222]","[1289, 1830, 973, 1282]","[757, 696, 501, 764]","[949, 900, 623, 954]"
888,[2],EE13_2011_frame_34345.jpg,[254],[348],[81],[157]
889,[3],WP54_frame_85834.jpg,[1058],[1271],[551],[865]
890,"[2, 3]",WP54_frame_79000.jpg,"[1374, 916]","[1531, 1342]","[980, 864]","[1076, 1053]"
